Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2021-08-18,1360.94,1363.09,1370.5,1355.83,689777000
2021-08-19,1374.85,1360.94,1374.85,1352.94,728173000
2021-08-20,1329.43,1374.85,1374.85,1317.52,1206468000
2021-08-23,1298.86,1329.43,1329.43,1298.86,795069000
2021-08-24,1298.74,1298.86,1307.56,1289.16,714266000
2021-08-25,1309.55,1298.74,1310.16,1291.7,522873000
2021-08-26,1301.12,1309.55,1316.26,1295.77,524292000
2021-08-27,1313.2,1301.12,1313.2,1285.16,685056000
2021-08-30,1328.14,1313.2,1329.62,1313.2,676541000
2021-08-31,1331.47,1328.14,1336.14,1325.69,733825000
2021-09-01,1334.65,1331.47,1338.02,1328.13,719956000
2021-09-06,1346.39,1334.65,1348.36,1334.65,944405000
2021-09-07,1341.9,1346.39,1353.66,1340.32,869379000
2021-09-08,1333.61,1341.9,1344.49,1328.35,626075000
2021-09-09,1343.98,1333.61,1345.59,1332.67,642567000
2021-09-10,1345.31,1343.98,1350.43,1343.98,598725000
2021-09-13,1341.43,1345.31,1350.69,1340.5,775469000
2021-09-14,1339.7,1341.43,1349.13,1336.84,730453000
2021-09-15,1345.83,1339.7,1347.7,1334.97,692093000
2021-09-16,1345.87,1345.83,1353.12,1341.23,599771000
2021-09-17,1352.64,1345.87,1356.45,1345.87,852781000
2021-09-20,1350.48,1352.64,1365.92,1349.18,895455000
2021-09-21,1339.84,1350.48,1350.48,1324.82,859676000
2021-09-22,1350.68,1339.84,1350.71,1336.63,779652000
2021-09-23,1352.76,1350.68,1361.09,1350.43,997614000
2021-09-24,1351.17,1352.76,1356.97,1348.07,673104000
2021-09-27,1324.99,1351.17,1354.38,1324.99,778442000
2021-09-28,1339.31,1324.99,1341.81,1316.41,623510000
2021-09-29,1339.21,1339.31,1340.9,1328.17,598501000
2021-09-30,1342.06,1339.21,1348.89,1339.21,438294000
2021-10-01,1334.89,1342.06,1344.06,1332.97,738174000
2021-10-04,1339.54,1334.89,1347.49,1333.53,736080000
2021-10-05,1354.63,1339.54,1354.63,1339.54,636267000
2021-10-06,1362.82,1354.63,1362.82,1354.63,636998000
2021-10-07,1365.99,1362.82,1367.64,1360.57,693029000
2021-10-08,1372.73,1365.99,1373.18,1365.93,632859000
2021-10-11,1394.09,1372.73,1394.64,1372.73,764352000
2021-10-12,1394.8,1394.09,1400.78,1389.43,742805000
2021-10-13,1391.91,1394.8,1400.67,1389.61,645349000
2021-10-14,1391.85,1391.91,1398.67,1388.89,725511000
2021-10-15,1392.7,1391.85,1399.03,1388.0,784555000
2021-10-18,1395.53,1392.7,1402.63,1390.88,795915000
2021-10-19,1395.33,1395.53,1399.66,1388.95,639435000
2021-10-20,1393.8,1395.33,1401.76,1376.15,845891000
2021-10-21,1384.77,1393.8,1398.45,1384.77,709067000
