Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2022-04-27,1661.89,1667.45,1670.22,1655.25,23883872000
2022-04-28,1667.74,1663.14,1669.04,1658.47,22363441000
2022-04-29,1667.44,1667.81,1673.54,1666.84,23654154000
2022-05-03,1652.29,1667.41,1668.54,1649.5,21156763000
2022-05-05,1643.3,1663.25,1667.12,1643.17,23022435000
2022-05-06,1629.58,1626.08,1634.65,1617.94,23542145000
2022-05-09,1604.49,1623.71,1624.26,1604.06,19767525000
2022-05-10,1622.78,1599.98,1622.82,1592.64,24361529000
2022-05-11,1613.34,1621.35,1622.7,1604.3,23114786000
2022-05-12,1584.52,1607.28,1607.88,1580.1,25341233000
2022-05-13,1584.38,1592.47,1597.58,1578.11,22376021000
2022-05-17,1614.49,1595.6,1615.48,1590.96,23117969000
2022-05-18,1620.33,1617.7,1622.17,1607.31,22157585000
2022-05-19,1605.98,1595.43,1611.67,1592.1,20994081000
2022-05-20,1622.95,1618.92,1626.16,1616.46,21196077000
2022-05-23,1635.28,1627.71,1635.35,1623.6,20390205000
2022-05-24,1626.23,1636.12,1636.97,1625.93,20330024000
2022-05-25,1625.18,1632.12,1640.69,1624.03,22682697000
2022-05-26,1633.73,1630.53,1636.02,1629.31,20780384000
2022-05-27,1638.75,1643.18,1646.37,1632.66,22706002000
2022-05-30,1653.61,1649.51,1656.54,1646.95,20215217000
2022-05-31,1663.41,1654.27,1663.52,1649.6,20441626000
2022-06-01,1660.01,1662.32,1664.9,1655.8,20844973000
2022-06-02,1647.67,1657.01,1658.05,1645.89,17433857000
2022-06-06,1646.08,1650.41,1652.11,1636.08,18680403000
2022-06-07,1631.92,1644.22,1645.41,1630.37,19659781000
2022-06-08,1636.89,1639.1,1641.08,1631.12,17891397000
2022-06-09,1641.34,1637.53,1646.44,1636.2,23559301000
2022-06-10,1632.62,1637.36,1640.86,1631.43,18737541000
2022-06-13,1600.06,1611.84,1616.31,1599.34,20533160000
2022-06-14,1603.03,1597.17,1605.53,1590.75,19924929000
2022-06-15,1593.54,1605.54,1606.31,1589.28,20176677000
2022-06-16,1561.1,1604.73,1607.19,1560.94,25519582000
2022-06-17,1559.39,1553.07,1567.82,1544.26,24539102000
2022-06-20,1559.21,1554.84,1563.97,1549.98,17763964000
2022-06-21,1574.52,1568.63,1576.05,1563.14,18166480000
2022-06-22,1560.02,1571.35,1572.66,1551.42,21192095000
2022-06-23,1557.61,1564.21,1565.53,1555.52,20647716000
2022-06-24,1568.76,1567.14,1570.62,1559.74,17720158000
