Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2016-09-23,674.09,670.73,674.09,670.3,99084600
2016-09-26,677.04,674.09,677.04,671.51,91965270
2016-09-27,684.89,676.61,684.89,676.24,115019350
2016-09-28,686.72,684.99,687.77,682.98,111646620
2016-09-29,688.55,689.82,692.17,685.91,109747830
2016-09-30,685.73,688.05,689.12,684.62,102428420
2016-10-03,683.05,687.68,688.42,681.99,108519140
2016-10-04,684.2,682.82,689.17,680.24,111644670
2016-10-05,687.04,686.41,689.5,685.48,106465990
2016-10-06,687.32,689.1,690.93,687.32,140831260
2016-10-07,683.95,689.51,690.19,680.26,128830960
2016-10-10,674.19,684.05,684.46,674.19,119618590
2016-10-11,682.36,677.63,682.36,669.2,126219300
2016-10-12,682.45,683.88,686.18,681.12,107650470
2016-10-13,685.23,680.73,685.23,678.79,117781230
2016-10-14,687.0,685.06,690.62,684.78,134748710
2016-10-17,680.95,687.18,687.94,680.95,106159380
2016-10-18,682.02,680.44,682.99,678.13,100892180
2016-10-19,688.89,683.83,689.88,683.25,122517570
2016-10-20,686.39,690.45,690.86,685.63,106042150
2016-10-21,684.83,685.77,687.54,683.76,111996680
2016-10-24,678.02,683.14,684.51,677.89,91994310
2016-10-25,676.18,676.29,677.47,670.6,108043320
2016-10-26,673.61,674.51,675.94,670.8,91959690
2016-10-27,676.9,672.81,676.9,671.61,85549590
2016-10-28,682.25,676.74,682.25,675.85,103029880
2016-10-31,675.8,682.11,683.34,675.8,114384030
2016-11-01,676.6,675.13,676.6,672.33,103689100
2016-11-02,671.4,675.68,678.14,671.4,128035040
2016-11-03,667.63,668.66,668.66,661.86,114649680
2016-11-04,666.73,666.93,668.99,665.08,74501690
2016-11-07,674.14,667.12,674.36,666.61,86516180
2016-11-08,676.46,675.82,677.91,674.33,77559310
2016-11-09,670.26,675.57,675.57,656.68,129849160
2016-11-10,678.17,675.36,678.57,675.18,104949360
2016-11-11,679.2,678.38,679.56,676.73,96643530
2016-11-14,673.05,677.13,679.96,672.45,111753270
2016-11-15,674.26,673.75,675.73,671.55,105064180
2016-11-16,674.6,674.85,676.9,673.95,102400010
2016-11-17,674.57,674.5,676.48,673.13,119114290
2016-11-18,673.25,673.82,675.15,669.18,96180820
2016-11-21,674.29,673.2,675.04,671.65,96259380
2016-11-22,681.91,675.23,681.91,675.23,106254350
2016-11-23,683.16,681.17,684.12,679.81,109567320
2016-11-24,678.18,683.61,683.61,676.39,108249240
2016-11-25,675.87,678.47,678.87,671.48,108511930
2016-11-28,665.29,672.38,673.18,660.96,94780750
2016-11-29,658.26,665.11,667.79,658.26,111429590
2016-11-30,665.07,658.44,665.78,654.99,115315370
2016-12-01,666.54,670.75,670.81,666.54,107595380
2016-12-02,665.14,667.02,667.39,662.09,106687860
2016-12-05,660.21,663.06,663.87,658.11,87046940
2016-12-06,651.49,660.21,660.77,648.37,117960660
2016-12-07,653.53,651.49,654.13,647.33,103897120
2016-12-08,658.89,655.48,660.72,655.48,90796840
2016-12-09,663.07,659.46,664.46,659.46,79953030
2016-12-12,659.7,663.7,664.67,658.84,94354570
2016-12-13,654.66,662.27,663.54,654.34,111295850
2016-12-14,665.14,657.39,665.14,657.39,193827050
2016-12-15,665.92,668.07,668.07,664.08,107135700
2016-12-16,675.16,670.43,675.19,668.3,155852900
2016-12-19,674.33,673.98,679.9,673.88,107085610
2016-12-20,662.66,673.93,674.28,662.66,92619080
2016-12-21,666.94,662.36,667.06,657.4,81863850
2016-12-22,664.15,669.01,669.95,663.7,86318960
2016-12-23,664.37,663.75,664.37,659.18,72131790
2016-12-26,662.45,665.67,665.73,662.09,67252060
2016-12-27,663.86,662.66,665.5,661.41,95593140
2016-12-28,663.5,665.9,666.64,661.8,101515350
